SARNA.NET PATH	PLANET NAME	COORDINATES	SARNA.NET OVERHAUL PHASE	3025 AFFILIATION	REMARKS
/wiki/Diedre%27s_Den	Diedre's Den	-417.29:-62.98	0	Circinus Federation	
/wiki/Diefenbaker	Diefenbaker	198.10:-343.93	0	Federated Suns	
/wiki/Dieron	Dieron	12.19:15.02	0	Draconis Combine	
/wiki/Dieudonne	Dieudonne	-75.16:-26.08	0	Free Worlds League	
/wiki/Diik	Diik	530.61:-467.50	0	No record	
/wiki/Dili	Dili	-54.95:-301.44	0	No record	
/wiki/Dindatari	Dindatari	438.21:160.83	0	Outworlds Alliance	
/wiki/Diosd	Diosd	-2.34:230.53	2	Draconis Combine	
/wiki/Dirk%27s_Gulf	Dirk's Gulf	228.76:-146.68	0	No record	
/wiki/Dirkel	Dirkel	-110.10:526.14	0	No record	
/wiki/Dixie	Dixie	-253.65:-21.39	0	Lyran Commonwealth	
/wiki/Dneiper	Dneiper	464.71:245.97	0	Outworlds Alliance	
/wiki/Dnepropetrovsk	Dnepropetrovsk	299.11:169.96	0	Draconis Combine	
/wiki/Dobson	Dobson	204.04:26.51	0	Federated Suns	
/wiki/Dol	Dol	232.11:-161.11	0	No record	
/wiki/Domain	Domain	-32.83:248.12	2	Lyran Commonwealth	
/wiki/Domeyko	Domeyko	676.14:231.31	0	No record	
/wiki/Dompaire	Dompaire	-74.65:302.21	0	Lyran Commonwealth	
/wiki/Donegal	Donegal	-182.25:160.42	0	Lyran Commonwealth	
/wiki/Donenac	Donenac	200.18:89.51	0	Draconis Combine	
/wiki/Doneval_II	Doneval II	200.56:8.87	0	Federated Suns	
/wiki/Dormandaine	Dormandaine	461.97:101.44	?	Outworlds Alliance	
/wiki/Dorpat	Dorpat	-723.77:877.99	0	?	
/wiki/Dortmund	Dortmund	-725.12:776.31	0	?	
/wiki/Dothan	Dothan	433.42:-135.21	0	Federated Suns	
/wiki/Dove	Dove	33.66:179.85	0	No record	
/wiki/Dover	Dover	132.50:202.75	0	Draconis Combine	
/wiki/Dowles	Dowles	116.86:-208.94	0	No record	
/wiki/Dragon%27s_Field	Dragon's Field	?	0	Federated Suns	From novel "The Sword And The Dagger"
/wiki/Dralkig	Dralkig	515.49:114.19	0	No record	
/wiki/Drask%27s_Den	Drask's Den	-86.48:492.59	0	Oberon Confederation	
/wiki/Dreadlord	Dreadlord	564.19:152.68	0	No record	
/wiki/Dresden	Dresden	-202.64:81.88	0	No record	
/wiki/Drienfontein	Drienfontein	270.95:-292.42	0	Federated Suns	
/wiki/Dromini	Dromini	-20.92:66.60	0	Draconis Combine	
/wiki/Drosendorf	Drosendorf	-258.80:41.61	0	Lyran Commonwealth	
/wiki/Drozan	Drozan	31.25:-372.59	0	Capellan Confederation	
/wiki/Drusibacken	Drusibacken	-123.21:-124.53	0	Free Worlds League	
/wiki/Du_Lac	Du Lac	344.30:-163.81	0	No record	
/wiki/Duantia	Duantia	-339.74:58.33	0	No record	
/wiki/Dubhe	Dubhe	-70.53:-16.18	0	Free Worlds League	
/wiki/Dukambia	Dukambia	-181.85:215.26	0	Lyran Commonwealth	
/wiki/Dumaring	Dumaring	79.56:224.89	0	Draconis Combine	
/wiki/Dumassas	Dumassas	428.55:-324.02	0	No record	
/wiki/Dunianshire	Dunianshire	-77.74:-501.61	0	Magistracy of Canopus	
/wiki/Dunkerque	Dunkerque	272.24:-198.25	0	No record	
/wiki/Durabon	Durabon	-279.55:-444.45	0	No record	
/wiki/Duran	Duran	-263.15:144.71	0	Lyran Commonwealth	
/wiki/Dustball	Dustball	-104.39:268.10	0	Lyran Commonwealth	
/wiki/Duxford	Duxford	569.13:12.72	0	No record	
/wiki/Duxfort	Duxfort	203.37:353.42	0	?	
/wiki/Dyev	Dyev	5.68:41.10	0	Draconis Combine	
/wiki/Dyfed	Dyfed	126.04:215.26	0	Draconis Combine	
/wiki/Eagle_Rest	Eagle Rest	-243.89:-533.85	0	No record	
/wiki/Eaglesham	Eaglesham	-33.32:135.59	0	Lyran Commonwealth	
/wiki/Early_Dawn	Early Dawn	-92.89:-431.63	0	Magistracy of Canopus	
/wiki/Eaton	Eaton	-80.85:113.47	0	Lyran Commonwealth	
/wiki/Ebensburg	Ebensburg	237.11:303.51	0	Draconis Combine	
/wiki/Ebro	Ebro	563.34:-130.51	0	Federated Suns	
/wiki/EC-EY-4170	EC-EY-4170		?	?	Deep periphery
/wiki/EC-EY-4189	EC-EY-4189		?	?	Deep periphery
/wiki/EC821-387D	EC821-387D		0	?	Deep periphery
/wiki/Echo	Echo	287.23:372.24	0	Draconis Combine	
/wiki/Edasich	Edasich	-96.36:121.53	0	Lyran Commonwealth	
/wiki/Eden	Eden	-130.81:1600.12	0	Clans	
/wiki/Edmondson	Edmondson	-338.43:-103.66	0	Free Worlds League	
/wiki/Edwards	Edwards	131.99:-32.59	0	Federated Suns	
/wiki/Egress	Egress	67.93:-372.87	0	Capellan Confederation	
/wiki/Eguilles	Eguilles	37.21:233.12	2	Draconis Combine	
/wiki/Eidsfoss	Eidsfoss	-153.42:59.31	0	Lyran Commonwealth	
/wiki/Eigerland	Eigerland	570.22:188.56	0	No record	
/wiki/Eilenburg	Eilenburg	-220.08:19.49	0	Lyran Commonwealth	
/wiki/Eion	Eion	-356.88:-123.71	0	No record	
/wiki/Ejeda	Ejeda	729.79:141.48	0	No record	
/wiki/El_Dorado	El Dorado	266.29:-146.09	0	Federated Suns	
/wiki/El_Giza	El Giza	-68.81:-275.96	0	Free Worlds League	
/wiki/El_Kerak	El Kerak	278.95:-253.00	0	No record	
/wiki/Elba	Elba	-417.90:304.70	0	No record	
/wiki/Elbar	Elbar	126.56:-8.11	0	Federated Suns	
/wiki/Elbing_(FWL)	Elbing (FWL)	-65.46:-71.11	0	No record	
/wiki/Elbing_(HL)	Elbing (HL)	-823.57:813.01	0	?	
/wiki/Electra	Electra	214.38:-325.46	0	Federated Suns	
/wiki/Elektrougli	Elektrougli	-113.11:-185.41	0	Free Worlds League	
/wiki/Eleusis	Eleusis	-166.40:-344.43	0	Free Worlds League	
/wiki/Elgin	Elgin	1.54:-50.97	5	Capellan Confederation	
/wiki/Elidere	Elidere	279.74:76.50	0	Federated Suns	
/wiki/Elissa	Elissa	-39.01:486.53	0	Elysian Fields	
/wiki/Elix	Elix	45.70:71.02	0	No record	
/wiki/Ellengurg	Ellengurg	-297.32:261.34	0	Lyran Commonwealth	
/wiki/Ellijay	Ellijay	-333.78:7.76	0	Lyran Commonwealth	
/wiki/Ellsworth	Ellsworth	-210.27:-241.42	0	Free Worlds League	
/wiki/Elnath	Elnath	18.59:-128.12	0	Capellan Confederation	
/wiki/Eltanin	Eltanin	-1.92:100.07	0	Draconis Combine	
/wiki/Elume	Elume	-372.20:333.45	0	Lyran Commonwealth	
/wiki/Emar	Emar	325.03:344.65	0	?	
/wiki/Emerson	Emerson	171.44:-116.39	0	Federated Suns	
/wiki/Emporia	Emporia	256.48:-6.54	0	Federated Suns	
/wiki/Emris_IV	Emris IV	-88.87:-150.74	0	Free Worlds League	
/wiki/Enchi	Enchi	294.42:-287.78	0	Federated Suns	
/wiki/Enders_Cluster	Enders Cluster	-446.88:69.72	0	Lyran Commonwealth	
/wiki/Engadin	Engadin	19.90:336.51	2	Draconis Combine	
/wiki/Engadine	Engadine	-351.01:357.41	0	Lyran Commonwealth	
/wiki/Enif	Enif	428.78:290.75	0	Draconis Combine	
/wiki/Enkoping	Enkoping	-136.68:104.35	0	Lyran Commonwealth	
/wiki/Enkra	Enkra	?	0	No record	vanished from maps during the 3rd Succession War
/wiki/Entalun	Entalun	335.53:-0.58	0	No record	
/wiki/Enzesfled	Enzesfled	-380.22:129.87	0	Lyran Commonwealth	
/wiki/Eom	Eom	-18.03:-193.15	0	Capellan Confederation	
/wiki/Epsilon	Epsilon	-315.95:-59.91	0	Free Worlds League	
/wiki/Epsilon_Eridani	Epsilon Eridani	18.34:-21.39	0	Capellan Confederation	
/wiki/Epsilon_Indi	Epsilon Indi	29.18:-15.67	0	Capellan Confederation	
/wiki/Erdvynn	Erdvynn	-453.09:-21.57	0	No record	
/wiki/Erewhon	Erewhon	-185.71:449.04	0	Morgraine's Valkyrate	
/wiki/Erit_cluster	Erit cluster	?	?	?	Does not appear on maps
/wiki/Erod%27s_Escape	Erod's Escape	483.24:-505.27	0	No record	
/wiki/Eromanga	Eromanga	-283.66:-119.33	0	Free Worlds League	
/wiki/Errai	Errai	52.47:3.51	0	Federated Suns	
/wiki/Eschenberg	Eschenberg	-149.27:182.87	0	No record	
/wiki/Escobas	Escobas	-216.70:-127.32	0	Free Worlds League	
/wiki/Espakeh	Espakeh	301.69:344.13	0	Draconis Combine	
/wiki/Espia	Espia	-16.91:-392.47	0	No record	
/wiki/Esteros	Esteros	-157.53:270.52	0	Lyran Commonwealth	
/wiki/Estuan	Estuan	396.21:-308.91	0	Federated Suns	
/wiki/Esztergom	Esztergom	-237.03:-97.62	0	No record	
/wiki/Etiler	Etiler	-377.94:200.42	0	Lyran Commonwealth	
/wiki/Euclid	Euclid	349.22:-71.11	0	Federated Suns	
/wiki/Euschelus	Euschelus	280.60:-392.22	0	Taurian Concordat	
/wiki/Eustatius	Eustatius	457.70:-199.99	0	Federated Suns	
/wiki/Eutin	Eutin	-222.66:151.22	0	Lyran Commonwealth	
/wiki/Evansville	Evansville	293.43:-36.49	0	Federated Suns	
/wiki/Evciler	Evciler	-95.05:359.23	0	Lyran Commonwealth	
/wiki/Everett	Everett	149.65:-92.00	0	No record	
/wiki/Ewanrigg	Ewanrigg	-330.60:289.46	0	Lyran Commonwealth	
/wiki/Exedor	Exedor	-13.17:-209.37	0	Capellan Confederation	
/wiki/Exeter	Exeter	188.29:-8.11	0	Federated Suns	
/wiki/Fable	Fable	193.13:-193.72	0	No record	
/wiki/Fadiffolu	Fadiffolu	-243.35:-244.51	0	Free Worlds League	
/wiki/Fagerholm	Fagerholm	-81.88:-365.58	0	Free Worlds League	
/wiki/Fairfax	Fairfax	353.08:31.46	0	Federated Suns	
/wiki/Fairfield	Fairfield	288.74:46.04	0	Federated Suns	
/wiki/Faleolo	Faleolo	-188.09:-201.78	0	Free Worlds League	
/wiki/Fallen_Stars	Fallen Stars	-478.77:38.97	0	No record	
/wiki/Fallon_II	Fallon II	367.56:48.90	0	Federated Suns	
/wiki/Fallry	Fallry	585.63:292.38	0	No record	
/wiki/False_Dawn	False Dawn	629.74:290.57	0	No record	
/wiki/Falsterbo_(DC)	Falsterbo (DC)	170.74:148.61	0	Draconis Combine	
/wiki/Falsterbo_(HL)	Falsterbo (HL)	-763.72:837.80	0	?	
/wiki/Famdo	Famdo	469.55:-369.43	0	No record	
/wiki/Fanardir	Fanardir	-117.95:-401.51	0	Magistracy of Canopus	
/wiki/Far_Reach	Far Reach	-216.86:567.69	0	No record	
/wiki/Farcry	Farcry	-484.72:250.73	0	No record	
/wiki/Farhome	Farhome	?	0	?	approximately 90 light years "beyond" the Taurian Concordat
/wiki/Farnsworth	Farnsworth	561.02:31.72	0	Federated Suns	
/wiki/Farstar	Farstar	412.74:446.66	0	Periphery	
/wiki/Farwell	Farwell	140.52:-80.23	0	Federated Suns	
/wiki/Fasa_(system)	Fasa (system)	?	0	?	Deep periphery (23 light years anti-spinward of Circe)
/wiki/Fathepur	Fathepur	246.61:-261.61	0	No record	
/wiki/Fatima	Fatima	-31.29:175.73	2	Lyran Commonwealth	
/wiki/Fefferfer	Fefferfer	17.14:204.65	0	No record	
/wiki/Feijo	Feijo	687.18:252.14	0	No record	
/wiki/Fellanin_II	Fellanin II	131.99:33.02	0	Draconis Combine	
/wiki/Feltre	Feltre	-20.17:362.10	2	Draconis Combine	
/wiki/Ferihegy	Ferihegy	-389.83:162.67	0	Lyran Commonwealth	
/wiki/Ferleiten	Ferleiten	25.32:353.84	2	Draconis Combine	
/wiki/Ferranil	Ferranil	120.98:403.47	0	?	
/wiki/Ferrara	Ferrara	272.69:-170.42	0	No record	
/wiki/Ferreusvirgo	Ferreusvirgo	-439.39:334.92	0	No record	
/wiki/Ferris	Ferris	583.23:127.78	0	Outworlds Alliance	
/wiki/Ferris_(OC)	Ferris (OC)	-55.35:508.89	0	Oberon Confederation	
/wiki/Fetsund	Fetsund	446.33:-242.71	0	Federated Suns	
/wiki/Fianna	Fianna	-141.34:20.78	0	Lyran Commonwealth	
/wiki/Fieferana	Fieferana	-172.84:-270.76	0	Free Worlds League	
/wiki/Fiery_Plains	Fiery Plains	363.73:-419.28	0	No record	
/wiki/Filtvelt	Filtvelt	506.35:-182.76	0	Federated Suns	
/wiki/Fincastle	Fincastle	322.87:-164.35	0	Federated Suns	
/wiki/Findal	Findal	-523.13:260.76	0	?	
/wiki/Finmark	Finmark	-405.00:335.29	0	No record	
/wiki/Finnalon	Finnalon	55.10:-188.96	0	No record	
/wiki/Finse	Finse	530.10:168.83	0	No record	
/wiki/Finsterwalde	Finsterwalde	-289.60:17.93	0	Lyran Commonwealth	
/wiki/Firenze	Firenze	-401.41:135.34	0	Lyran Commonwealth	
/wiki/Firgrove	Firgrove	249.77:-301.00	0	Federated Suns	
/wiki/Fjaldr	Fjaldr	88.23:-407.44	0	No record	
/wiki/Fjernet	Fjernet	-396.67:250.19	0	No record	
/wiki/Flannagan%27s_Nebulea	Flannagan's Nebulea	192.19:-392.30	0	Taurian Concordat	
/wiki/Flatspin	Flatspin	259.90:-388.67	0	No record	
/wiki/Flaum	Flaum	182.22:-418.44	0	Taurian Concordat	
/wiki/Fletcher_(ROTS)	Fletcher (ROTS)	46.74:-23.73	0	Capellan Confederation	
/wiki/Fletcher_(FWL)	Fletcher (FWL)	-67.68:-211.46	0	Free Worlds League	
/wiki/Fletcher%27s_Feast	Fletcher's Feast	677.01:-220.55	0	Tortuga Dominions	
/wiki/Flintoft	Flintoft	191.38:-335.64	0	Federated Suns	
/wiki/Florarda	Florarda	31.98:-258.77	0	No record	
/wiki/Florida	Florida	-426.47:74.42	0	Lyran Commonwealth	
/wiki/Flushing	Flushing	195.26:-65.13	0	Federated Suns	
/wiki/Flychenia	Flychenia	-181.77:-101.59	0	No record	
/wiki/Flynn	Flynn	636.57:175.99	0	No record	
/wiki/Fomalhaut	Fomalhaut	20.91:5.43	0	Federated Suns	
/wiki/Foochow	Foochow	88.85:-98.19	0	Capellan Confederation	
/wiki/Foot_Fall	Foot Fall	94.53:-110.65	0	Capellan Confederation	
/wiki/Ford	Ford	-191.16:-29.71	0	Lyran Commonwealth	
/wiki/Forkas	Forkas	-211.06:161.11	0	Lyran Commonwealth	
/wiki/Fort_Loudon	Fort Loudon	-32.33:209.08	2	Lyran Commonwealth	
/wiki/Fortymile	Fortymile	193.46:-215.86	0	Federated Suns	
/wiki/Foster	Foster	43.03:1718.95	0	?	
/wiki/Franklin	Franklin	250.55:10.88	0	Federated Suns	
/wiki/Frankson	Frankson	554.72:-194.64	0	No record	
/wiki/Franmalin	Franmalin	415.38:-476.49	0	No record	
/wiki/Frazer	Frazer	129.15:-335.84	0	Federated Suns	
/wiki/Fredotto	Fredotto	-171.58:561.80	0	No record	
/wiki/Freedom	Freedom	-64.27:107.73	0	Lyran Commonwealth	
/wiki/Freisland	Freisland	234.79:-119.53	0	Federated Suns	
/wiki/Frobisher	Frobisher	-370.19:-469.95	0	?	
/wiki/Fronc	Fronc	-1.20:-520.38	0	No record	
/wiki/Frondas	Frondas	-17.83:-249.49	0	Capellan Confederation	
/wiki/Fronde	Fronde	-5.94:-253.39	0	Capellan Confederation	
/wiki/Fuentes	Fuentes	-72.84:-146.38	0	Free Worlds League	
/wiki/Fugeres	Fugeres	554.94:-214.71	0	No record	
/wiki/Fujidera	Fujidera	-76.73:-227.04	0	Free Worlds League	
/wiki/Fukuroi	Fukuroi	110.55:135.08	0	Draconis Combine	
/wiki/Furillo	Furillo	-137.18:78.84	0	Lyran Commonwealth	
/wiki/Furud	Furud	-25.32:-286.14	0	Free Worlds League	
/wiki/Futuna	Futuna	-209.48:-192.20	0	Free Worlds League	
/wiki/Fuveau	Fuveau	440.13:-234.33	0	Federated Suns	
/wiki/Fylovar	Fylovar	461.00:-493.21	0	No record	
/wiki/Gabenstad	Gabenstad	-343.34:407.13	0	No record	
/wiki/Gacrux	Gacrux	-86.43:10.80	0	Lyran Commonwealth	
/wiki/Gaeri	Gaeri	662.20:222.38	0	No record	
/wiki/Gahral	Gahral	120.52:-177.80	0	No record	
/wiki/Galatea	Galatea	-53.74:34.32	0	Lyran Commonwealth	
/wiki/Galatia_III	Galatia III	90.66:14.81	0	Federated Suns	
/wiki/Galax	Galax	283.42:-125.43	0	Federated Suns	
/wiki/Galedon	Galedon	331.80:175.12	0	Draconis Combine	
/wiki/Galicia	Galicia	-656.67:1135.48	0	?	
/wiki/Galisteo	Galisteo	-355.66:-75.42	0	Free Worlds League	
/wiki/Gallatin	Gallatin	-160.65:-75.02	0	Free Worlds League	
/wiki/Gallery	Gallery	-198.09:109.05	0	Lyran Commonwealth	
/wiki/Gallis	Gallis	-173.53:-383.14	0	Magistracy of Canopus	
/wiki/Gallitzin	Gallitzin	131.47:-164.55	0	Federated Suns	
/wiki/Galtor_III	Galtor III	193.98:73.63	0	Federated Suns	
/wiki/Galuzzo	Galuzzo	-15.53:250.95	2	Draconis Combine	
/wiki/Gambarare	Gambarare	357.23:-269.93	0	Federated Suns	
/wiki/Gambier	Gambier	381.49:-60.44	0	Federated Suns	
/wiki/Gambilon	Gambilon	-263.38:-385.85	0	Magistracy of Canopus	
/wiki/Gamlestolen	Gamlestolen	601.15:-103.69	0	No record	
/wiki/Gan_Singh	Gan Singh	41.58:-80.23	0	Capellan Confederation	
/wiki/Gandy%27s_Luck	Gandy's Luck	250.02:93.68	0	Draconis Combine	
/wiki/Gangtok	Gangtok	135.04:-475.67	0	No record	
/wiki/Gannett	Gannett	-165.31:-60.96	0	Free Worlds League	
/wiki/Ganshoren	Ganshoren	-43.40:159.28	0	Lyran Commonwealth	
/wiki/Gant	Gant	311.05:-463.73	0	No record	
/wiki/Gardnaus	Gardnaus	118.30:-326.56	0	No record	
/wiki/Garotte	Garotte	?	0	No record	uncharted
/wiki/Garrison	Garrison	-103.10:181.68	0	Lyran Commonwealth	
/wiki/Garstedt	Garstedt	126.04:384.73	0	Draconis Combine	
/wiki/Gatchina	Gatchina	-270.69:-297.31	0	Free Worlds League	
/wiki/Gatekeeper	Gatekeeper	-23.64:1765.08	0	Clan Nova Cat / Clan Jade Falcon	
/wiki/Gateway	Gateway	-712.64:637.12	0	?	
/wiki/Gatineau	Gatineau	-242.26:299.08	0	Lyran Commonwealth	
/wiki/Gaul	Gaul	513.69:-490.97	0	No record	
/wiki/Gei-Fu	Gei-Fu	57.59:-200.49	0	Capellan Confederation	
/wiki/Geifer	Geifer	37.50:-187.59	0	Capellan Confederation	
/wiki/Genf	Genf	146.82:-124.06	0	No record	
/wiki/Genoa	Genoa	38.99:-60.17	0	Capellan Confederation	
/wiki/Gettorf	Gettorf	-213.60:-539.94	0	No record	
/wiki/Ghaziabad	Ghaziabad	-307.43:-239.31	0	Free Worlds League	
/wiki/Ghent	Ghent	208.85:1155.74	0	?	Deep periphery
/wiki/Ghorepani	Ghorepani	10.07:-409.38	0	No record	
/wiki/Giausar	Giausar	-207.69:-26.59	0	Lyran Commonwealth	
/wiki/Gibbs	Gibbs	-200.96:159.02	0	Lyran Commonwealth	
/wiki/Gibraltar	Gibraltar	-359.33:-140.89	0	Free Worlds League	
/wiki/Gibson	Gibson	-245.63:-216.66	0	Free Worlds League	
/wiki/Gienah	Gienah	-182.94:-13.06	0	Lyran Commonwealth	
/wiki/Gillfillan%27s_Gold	Gillfillan's Gold	-475.00:113.99	0	Periphery	
/wiki/Gillingham	Gillingham	500.32:-212.96	0	Federated Suns	
/wiki/Ginestra	Ginestra	-110.53:164.49	0	Lyran Commonwealth	
/wiki/Gingeria	Gingeria	-544.17:152.71	0	?	
/wiki/Girondas	Girondas	-152.74:-424.67	0	No record	
/wiki/Gitarama	Gitarama	672.85:265.46	0	No record	
/wiki/Giverny	Giverny	622.74:-84.77	0	No record	
/wiki/Givrodat	Givrodat	-187.28:526.10	0	?	
/wiki/Glabach	Glabach	108.82:443.17	0	?	
/wiki/Gladius_(system)	Gladius (system)	-95.84:72.33	0	Lyran Commonwealth	
/wiki/Glasgow	Glasgow	28.41:-217.16	0	Capellan Confederation	
/wiki/Glengarry	Glengarry	-76.73:77.54	0	Lyran Commonwealth	
/wiki/Glenlivet	Glenlivet	14.50:175.77	0	No record	
/wiki/Glenmora	Glenmora	285.15:53.33	0	Federated Suns	
/wiki/Glentworth	Glentworth	125.79:-319.98	0	Federated Suns	
/wiki/Glevakha	Glevakha	-206.61:-305.90	0	Free Worlds League	
/wiki/Glitnir	Glitnir	600.61:236.67	0	No record	
/wiki/Glory_(planet)	Glory (planet)	98.08:1821.19	0	Clan Jade Falcon	
/wiki/Gniezno	Gniezno	-127.44:-22.18	0	No record	
/wiki/Goat_Path	Goat Path	-154.21:356.09	0	Lyran Commonwealth	
/wiki/Goderich	Goderich	144.39:-49.76	0	Federated Suns	
/wiki/Goetville	Goetville	-261.18:265.76	0	Lyran Commonwealth	
/wiki/Goito	Goito	44.71:332.89	2	Draconis Combine	
/wiki/Golandrinas	Golandrinas	-159.37:403.22	0	Lyran Commonwealth	
/wiki/Goldlure	Goldlure	269.00:108.12	0	No record	
/wiki/Gomeisa	Gomeisa	-49.33:-127.92	0	Free Worlds League	
/wiki/Goodna	Goodna	-28.42:-241.90	0	Free Worlds League	
/wiki/Gorfynt	Gorfynt	-233.43:492.41	0	?	
/wiki/Gorgon_(planet)	Gorgon (planet)	-546.86:269.47	0	No record	
/wiki/Gorki	Gorki	-15.37:-164.66	0	No record	
/wiki/Goshen	Goshen	134.58:-95.33	0	Capellan Confederation	
/wiki/Goslar	Goslar	-654.34:741.7	0	?	
/wiki/Goth_Khakar	Goth Khakar	-332.19:-246.30	0	Free Worlds League	
/wiki/Gotterdammerung	Gotterdammerung	-179.46:468.93	0	Morgraine's Valkyrate	
/wiki/Goubellat	Goubellat	351.02:166.31	0	Draconis Combine	
/wiki/Gouderak	Gouderak	-116.78:-357.21	0	Free Worlds League	
/wiki/Graceland	Graceland	-100.54:247.80	0	Lyran Commonwealth	
/wiki/Graham_IV	Graham IV	-23.51:-10.45	0	Free Worlds League	
/wiki/Gram	Gram	54.24:145.49	0	Draconis Combine	
/wiki/Gran	Gran	-296.04:-172.37	0	No record	
/wiki/Granada	Granada	-667.40:1154.80	0	?	
/wiki/Grand_Base	Grand Base	45.97:-301.00	0	Capellan Confederation	
/wiki/Granera	Granera	-98.16:-332.75	0	Free Worlds League	
/wiki/Grankum	Grankum	577.21:276.44	0	No record	
/wiki/Grants_Station	Grants Station	-67.81:1820.99	0	Clans	
/wiki/Graus	Graus	-100.54:299.34	0	Lyran Commonwealth	
/wiki/Gravenhage	Gravenhage	304.53:428.99	0	Draconis Combine	
/wiki/Gravensteen	Gravensteen	219.45:-134.90	0	No record	
/wiki/Graz	Graz	-216.51:127.78	0	No record	
/wiki/Great_Gorge	Great Gorge	492.00:-268.77	0	Federated Suns	
/wiki/Great_X	Great X	-184.22:289.98	0	Lyran Commonwealth	
/wiki/Greeley	Greeley	448.91:40.57	0	Federated Suns	
/wiki/Greenlaw	Greenlaw	-227.31:160.58	0	Lyran Commonwealth	
/wiki/Greifswald	Greifswald	-659.35:664.24	0	?	
/wiki/Greypearl	Greypearl	461.16:256.61	0	No record	
/wiki/Griffith	Griffith	-333.48:-77.11	0	Free Worlds League	
/wiki/Grobin	Grobin	-98.59:-68.69	0	No record	
/wiki/Gronholt	Gronholt	465.71:-262.97	0	Federated Suns	
/wiki/Grootfontein	Grootfontein	97.36:105.03	0	No record	
/wiki/Grossbach	Grossbach	309.89:-369.41	4	?	
/wiki/Grosvenor	Grosvenor	285.67:-226.24	0	Federated Suns	
/wiki/Groveld_III	Groveld III	386.66:114.24	0	Federated Suns	
/wiki/Grumium	Grumium	-4.92:186.85	2	Draconis Combine	
/wiki/Grunwald	Grunwald	-97.39:204.59	0	Lyran Commonwealth	
/wiki/Gruyeres	Gruyeres	240.50:-216.09	0	No record	
/wiki/Guangzho	Guangzho	-109.75:-287.43	0	Free Worlds League	
/wiki/Guatavita	Guatavita	-286.24:239.73	0	Lyran Commonwealth	
/wiki/Guldra	Guldra	114.35:-464.45	0	?	
/wiki/Gulf_Breeze	Gulf Breeze	-304.39:203.39	5	Lyran Commonwealth	
/wiki/Gulkana	Gulkana	353.34:-179.13	0	Federated Suns	
/wiki/Gunthar	Gunthar	39.25:-385.86	0	Capellan Confederation	
/wiki/Gunzburg	Gunzburg	12.40:290.25	2	Draconis Combine	
/wiki/Gurnet	Gurnet	93.41:-232.74	0	Federated Suns	
/wiki/Gurrnazovo	Gurrnazovo	423.40:-240.69	0	Federated Suns	
/wiki/Gustrell	Gustrell	-66.56:469.98	0	Oberon Confederation	
/wiki/Gwithian	Gwithian	-462.82:1058.26	0	?	Deep periphery
/wiki/Gwynedd	Gwynedd	-276.16:462.77	0	No record	
/wiki/Gypsum	Gypsum	-281.28:26.25	?	Lyran Commonwealth	
/wiki/Haappajarvi	Haappajarvi	137.14:-242.41	0	Federated Suns	
/wiki/Hachiman_(planet)	Hachiman (planet)	252.60:153.29	0	Draconis Combine	
/wiki/Haddings	Haddings	-43.98:14.06	0	No record	
/wiki/Hadnall	Hadnall	136.63:-264.57	0	Federated Suns	
/wiki/Haerhbin	Haerhbin	-6.45:-215.17	0	No record	
/wiki/Haggard	Haggard	-476.70:59.81	0	No record	
/wiki/Hagiwawa	Hagiwawa	123.47:112.95	0	Draconis Combine	
/wiki/Hahira	Hahira	549.65:-101.36	0	Federated Suns	
/wiki/Hainfeld	Hainfeld	-13.45:268.53	2	Draconis Combine	
/wiki/Hakkaido	Hakkaido	267.64:228.59	0	?	
/wiki/Halesowen	Halesowen	36.44:251.73	2	Draconis Combine	
/wiki/Halfway	Halfway	-252.36:86.65	0	Lyran Commonwealth	
/wiki/Halgrim	Halgrim	623.10:155.54	0	No record	
/wiki/Halifax	Halifax	-440.63:129.87	0	Lyran Commonwealth	
/wiki/Hall	Hall	-13.95:-44.56	0	Capellan Confederation	
/wiki/Halla	Halla	512.70:205.67	0	No record	
/wiki/Halloran_V	Halloran V	72.84:-77.11	0	Federated Suns	
/wiki/Halmyre_Deans	Halmyre Deans	-125.79:98.88	0	Lyran Commonwealth	
/wiki/Halstead_Station	Halstead Station	78.00:44.22	0	Draconis Combine	
/wiki/Hamal	Hamal	64.83:-43.78	0	Capellan Confederation	
/wiki/Hamar	Hamar	591.45:498.20	0	?	
/wiki/Hofn	Hofn	?	0	?	Jàrnfòlk worlds
/wiki/Hamburg	Hamburg	-616.73:801.03	0	?	
/wiki/Hamilton	Hamilton	-150.64:223.59	0	Lyran Commonwealth	
/wiki/Hamilton_(FWL)	Hamilton (FWL)	-35.66:-81.88	0	Free Worlds League	
/wiki/Hammer_(planet)	Hammer (planet)	-369.92:-143.79	0	Free Worlds League	
/wiki/Handa	Handa	274.57:141.59	0	Draconis Combine	
/wiki/Hanover	Hanover	167.11:366.77	0	Draconis Combine	
/wiki/Hanseta	Hanseta	287.49:-354.81	0	No record	
/wiki/Harbin	Harbin	17.57:-224.86	0	No record	
/wiki/Hardcore	Hardcore	-198.14:-476.58	0	Magistracy of Canopus	
/wiki/Hardisey%27s_Haven	Hardisey's Haven	-414.32:-92.31	0	Independent world	
/wiki/Harlez	Harlez	-510.04:148.65	0	No record	
/wiki/Harloc	Harloc	41.84:-226.04	0	Capellan Confederation	
/wiki/Harminous	Harminous	-185.83:-447.58	0	Magistracy of Canopus	
/wiki/Harmony	Harmony	-141.54:-171.84	0	Free Worlds League	
